# Solving BTE+PE
# it.	Curr. [Acm^-2]	nE [cm^-2]	nD [cm^-2]	q [cm^-2]	dj [Acm^-2]	max(du) [eV]	max(pFun) [ev]	max(rho) [C/cm^3]

360  	    1.21e+04	1.66e-02	1.65e-02	-4.81e-08	9.92e+01	6.46e-05	1.26e-05	2.05e-06	92
# Final current = 1.21e+04 [Acm^-2]
# N = 5.94e+14 [cm^-2]
# RUN TIME: 4.59e+00 min

# tM = 1E-11
326  	    1.12e+04	1.66e-02	1.65e-02	-5.16e-08	1.01e+02	7.53e-05	1.36e-05	2.21e-06	57
327  	    1.11e+04	1.66e-02	1.65e-02	-5.17e-08	1.01e+02	7.49e-05	1.35e-05	2.20e-06	58
328  	    1.10e+04	1.66e-02	1.65e-02	-5.18e-08	1.00e+02	7.46e-05	1.35e-05	2.20e-06	59
329  	    1.09e+04	1.66e-02	1.65e-02	-5.19e-08	9.95e+01	7.42e-05	1.35e-05	2.20e-06	60
330  	    1.08e+04	1.66e-02	1.65e-02	-5.19e-08	9.91e+01	7.39e-05	1.35e-05	2.19e-06	61
# Final current = 1.08e+04 [Acm^-2]
# N = 5.94e+14 [cm^-2]
# RUN TIME: 4.11e+00 min

# tM = 1E-12
268  	    4.74e+03	1.66e-02	1.65e-02	-4.94e-08	5.47e+01	1.01e-04	1.59e-05	2.58e-06	0
269  	    4.68e+03	1.66e-02	1.65e-02	-4.94e-08	5.44e+01	1.01e-04	1.58e-05	2.58e-06	0
270  	    4.63e+03	1.66e-02	1.65e-02	-4.95e-08	5.40e+01	1.00e-04	1.58e-05	2.57e-06	0
271  	    4.57e+03	1.66e-02	1.65e-02	-4.95e-08	5.36e+01	9.96e-05	1.58e-05	2.57e-06	1
272  	    4.52e+03	1.66e-02	1.65e-02	-4.95e-08	5.32e+01	9.91e-05	1.57e-05	2.56e-06	2
# Final current = 4.52e+03 [Acm^-2]
# N = 5.94e+14 [cm^-2]
# RUN TIME: 3.50e+00 min


#
# f(tX)-f(tX=0)
#

# tR = 1E-12
1132 	    4.55e+03	1.66e-02	1.65e-02	-8.31e-08	1.00e+02	2.44e-05	5.64e-06	9.19e-07	754
1133 	    4.54e+03	1.66e-02	1.65e-02	-8.31e-08	1.00e+02	2.44e-05	5.63e-06	9.18e-07	755
1134 	    4.53e+03	1.66e-02	1.65e-02	-8.31e-08	1.00e+02	2.44e-05	5.63e-06	9.18e-07	756
1135 	    4.52e+03	1.66e-02	1.65e-02	-8.32e-08	9.99e+01	2.43e-05	5.62e-06	9.17e-07	757
1136 	    4.51e+03	1.66e-02	1.65e-02	-8.32e-08	9.97e+01	2.43e-05	5.62e-06	9.16e-07	758
# Final current = -7.81e+03 [Acm^-2]
# N = -4.64e+10 [cm^-2]
# RUN TIME: 8.95e+00 min

# tM = 1E-12
268  	    4.74e+03	1.66e-02	1.65e-02	-4.94e-08	5.47e+01	1.01e-04	1.59e-05	2.58e-06	0
269  	    4.68e+03	1.66e-02	1.65e-02	-4.94e-08	5.44e+01	1.01e-04	1.58e-05	2.58e-06	0
270  	    4.63e+03	1.66e-02	1.65e-02	-4.95e-08	5.40e+01	1.00e-04	1.58e-05	2.57e-06	0
271  	    4.57e+03	1.66e-02	1.65e-02	-4.95e-08	5.36e+01	9.96e-05	1.58e-05	2.57e-06	1
272  	    4.52e+03	1.66e-02	1.65e-02	-4.95e-08	5.32e+01	9.91e-05	1.57e-05	2.56e-06	2
# Final current = -7.80e+03 [Acm^-2]
# N = -4.11e+10 [cm^-2]
# RUN TIME: 3.91e+00 min


#
# f-feq
#


361  	    1.27e+04	1.66e-02	1.65e-02	-4.73e-08	1.01e+02	6.44e-05	1.25e-05	2.04e-06	93
362  	    1.26e+04	1.66e-02	1.65e-02	-4.73e-08	1.01e+02	6.41e-05	1.25e-05	2.04e-06	94
363  	    1.25e+04	1.66e-02	1.65e-02	-4.74e-08	1.00e+02	6.38e-05	1.25e-05	2.03e-06	95
364  	    1.24e+04	1.66e-02	1.65e-02	-4.75e-08	9.96e+01	6.36e-05	1.25e-05	2.03e-06	96
365  	    1.23e+04	1.66e-02	1.65e-02	-4.76e-08	9.90e+01	6.33e-05	1.24e-05	2.03e-06	97
# Final current = 1.23e+04 [Acm^-2]
# N = 8.82e+08 [cm^-2]
# RUN TIME: 2.41e+00 min


#
# f(tR=1e-12)-feq
#

1132 	    4.55e+03	1.66e-02	1.65e-02	-8.31e-08	1.00e+02	2.44e-05	5.64e-06	9.19e-07	754
1133 	    4.54e+03	1.66e-02	1.65e-02	-8.31e-08	1.00e+02	2.44e-05	5.63e-06	9.18e-07	755
1134 	    4.53e+03	1.66e-02	1.65e-02	-8.31e-08	1.00e+02	2.44e-05	5.63e-06	9.18e-07	756
1135 	    4.52e+03	1.66e-02	1.65e-02	-8.32e-08	9.99e+01	2.43e-05	5.62e-06	9.17e-07	757
1136 	    4.51e+03	1.66e-02	1.65e-02	-8.32e-08	9.97e+01	2.43e-05	5.62e-06	9.16e-07	758
# Final current = 4.51e+03 [Acm^-2]
# N = -4.55e+10 [cm^-2]
# RUN TIME: 8.85e+00 min


#
# f(tM=1e-12)-feq
#

268  	    4.74e+03	1.66e-02	1.65e-02	-4.94e-08	5.47e+01	1.01e-04	1.59e-05	2.58e-06	0
269  	    4.68e+03	1.66e-02	1.65e-02	-4.94e-08	5.44e+01	1.01e-04	1.58e-05	2.58e-06	0
270  	    4.63e+03	1.66e-02	1.65e-02	-4.95e-08	5.40e+01	1.00e-04	1.58e-05	2.57e-06	0
271  	    4.57e+03	1.66e-02	1.65e-02	-4.95e-08	5.36e+01	9.96e-05	1.58e-05	2.57e-06	1
272  	    4.52e+03	1.66e-02	1.65e-02	-4.95e-08	5.32e+01	9.91e-05	1.57e-05	2.56e-06	2
# Final current = 4.52e+03 [Acm^-2]
# N = -4.02e+10 [cm^-2]
# RUN TIME: 4.18e+00 min


#
# DRUDE (Ubias = 100 meV)
#

<p> = 0.00758971, sqrt(<p^2>) = 0.013761, J(<p>) = 1.61565e+07, J(sqrt(<p^2>)) = 2.92936e+07
# Final current = 1.41e+07 [Acm^-2]

<p> = 1.01e-03, sqrt(<p^2>) = 1.07e-02, J(<p>) = 7.88e+05, J(sqrt(<p^2>)) = 8.27e+06
# Final current = 1.12e+04 [Acm^-2]
# N = 5.94e+14 [cm^-2

# 0 meV
<p> = 1.00e-03, sqrt(<p^2>) = 1.06e-02, J(<p>) = 7.76e+05, J(sqrt(<p^2>)) = 8.26e+06
# Final current = 6.85e-01 [Acm^-2]
# N = 5.94e+14 [cm^-2]

